step;smooth_loss;loss
54501; 50.638547;40.300423
54601; 50.740817;51.950325
54701; 50.776876;57.037471
54801; 50.774724;44.648560
54901; 51.061352;46.389189
55001; 51.316682;42.301413
55101; 51.517767;56.177223
55201; 51.457551;44.075626
55301; 51.434728;41.227958
55401; 51.222878;61.005939
55501; 51.243392;48.914063
55601; 51.333624;47.832779
55701; 51.093661;53.256871
55801; 51.109614;52.846872
55901; 51.141260;42.393203
56001; 51.317413;55.702469
56101; 51.483376;56.232951
56201; 51.232014;51.788044
56301; 51.129056;36.566360
56401; 51.145782;51.377563
56501; 51.353285;38.218306
56601; 51.159041;65.413926
56701; 51.004213;45.938066
56801; 51.003880;37.497392
56901; 50.945487;46.376000
57001; 50.883388;49.568969
57101; 50.867983;39.624273
57201; 50.748008;43.329350
57301; 50.735894;53.478663
57401; 50.484219;48.015590
57501; 50.298063;60.604413
57601; 50.245058;50.103491
57701; 50.120598;31.285000
57801; 50.200325;47.306854
57901; 50.173286;67.715667
58001; 50.059712;35.960244
58101; 50.061630;54.240763
58201; 50.069459;54.088164
58301; 50.306456;60.316307
58401; 51.088332;41.509701
58501; 51.107302;53.962942
58601; 51.067015;59.565048
58701; 51.016416;57.442155
58801; 50.994893;52.186243
58901; 50.972167;34.621079
59001; 50.923338;38.369887
59101; 50.674337;46.289362
59201; 50.582645;44.654603
59301; 50.429572;36.848208
59401; 50.297645;44.455476
59501; 50.232048;47.414652
59601; 50.252293;47.376688
59701; 50.094062;45.552632
59801; 49.972278;56.654753
59901; 49.930807;42.458605
60001; 49.918443;42.435112
60101; 50.048047;60.446883
60201; 50.118053;48.341212
60301; 49.955393;56.422760
60401; 49.794250;47.688829
60501; 49.941024;53.199224
60601; 49.817368;49.387458
60701; 49.686844;45.989307
60801; 49.923803;45.885719
60901; 49.894423;48.057739
61001; 50.082447;71.779099
61101; 50.128536;61.966575
61201; 50.009332;52.732833
61301; 49.847096;56.341552
61401; 49.790428;54.256526
61501; 49.631349;43.943896
61601; 49.542020;45.560823
61701; 49.390869;45.221964
61801; 49.333143;51.100919
61901; 49.483658;63.046243
62001; 49.516587;52.189020
62101; 49.674838;54.493094
62201; 49.800057;52.984860
62301; 49.664372;41.656901
62401; 49.580442;51.963227
62501; 49.658938;43.688202
62601; 49.837554;52.610660
62701; 49.845927;50.451845
62801; 49.996170;56.132654
62901; 50.194253;40.226792
63001; 50.155044;47.098656
63101; 50.126548;40.413581
63201; 50.125191;54.413855
63301; 49.883167;45.644877
63401; 49.830382;56.840766
63501; 49.820719;36.866897
63601; 49.704214;37.251851
63701; 49.558833;33.102258
63801; 49.497189;39.957571
63901; 49.503727;55.538496
64001; 49.502242;56.224894
64101; 49.560638;41.907673
64201; 49.463065;35.790388
64301; 49.399077;38.954057
64401; 49.387625;41.419726
64501; 49.275999;42.645465
64601; 49.375110;46.117080
64701; 49.472267;37.981865
64801; 49.393374;42.584960
64901; 49.391784;57.715238
65001; 49.375753;55.275685
65101; 49.369008;41.223115
65201; 49.269854;39.066513
65301; 49.111198;53.898193
65401; 49.101491;50.521231
65501; 49.041903;46.362292
65601; 48.996932;42.184694
65701; 48.960180;48.287237
65801; 48.924624;42.464499
65901; 48.791342;42.874896
66001; 48.617327;46.400867
66101; 48.558055;44.301842
66201; 48.624861;43.156513
66301; 48.725335;63.045956
66401; 48.785096;57.654711
66501; 48.957890;51.101068
66601; 48.951883;59.199710
66701; 49.156648;44.306638
66801; 49.259331;53.011040
66901; 49.078590;35.896808
67001; 49.196862;44.076122
67101; 49.221114;44.015771
67201; 49.378563;58.718154
67301; 49.399498;43.638762
67401; 49.247830;38.649432
67501; 49.445045;47.988299
67601; 49.690002;49.493527
67701; 49.677134;61.378409
67801; 49.671221;51.120222
67901; 49.762933;50.786706
68001; 49.611235;38.672647
68101; 49.587647;41.536162
68201; 49.577420;51.728947
68301; 49.290013;48.096354
68401; 49.052622;44.527355
68501; 49.087378;29.719758
68601; 49.174957;60.875405
68701; 49.341155;29.429059
