step;smooth_loss;loss
70601; 47.603696;41.586745
70701; 47.495138;50.226158
70801; 47.188862;34.217233
70901; 47.321809;36.467723
71001; 47.284182;42.949691
71101; 47.278907;53.827417
71201; 47.270136;40.445574
71301; 46.938271;42.661347
71401; 46.579379;43.125058
71501; 46.584395;57.886695
71601; 46.748924;59.676017
71701; 46.881455;41.133328
71801; 47.078302;54.461912
71901; 46.933311;46.918780
72001; 47.084877;56.797756
72101; 47.236768;40.409018
72201; 47.209584;36.545648
72301; 47.177223;45.545387
72401; 47.145632;35.380374
72501; 47.144770;43.570254
72601; 47.127260;35.157411
72701; 47.401068;50.297387
72801; 47.190887;60.787793
72901; 47.266630;38.679253
73001; 47.451261;47.034759
73101; 47.428673;36.357916
73201; 47.517946;35.377418
73301; 47.594286;50.520569
73401; 47.566764;42.603075
73501; 47.701474;56.430267
73601; 47.909765;49.954343
73701; 48.111737;66.762360
73801; 48.015790;55.272780
73901; 48.081706;47.598607
74001; 47.874980;45.119031
74101; 47.982660;45.987700
74201; 48.109156;52.716476
74301; 47.995046;47.944839
74401; 48.076130;50.135050
74501; 48.081672;52.617145
74601; 48.304509;42.388373
74701; 48.438158;53.412830
74801; 48.148956;44.837283
74901; 48.216654;57.947321
75001; 48.157826;64.684286
75101; 48.344860;53.408667
75201; 48.169167;47.082390
75301; 48.069727;39.315445
75401; 47.794425;56.074753
75501; 47.842910;83.267453
75601; 47.825462;45.352051
75701; 47.824622;53.570360
75801; 47.692952;52.605051
75901; 47.681482;38.774974
76001; 47.658891;37.740563
76101; 47.401356;37.298317
76201; 47.310337;53.617350
76301; 47.181760;44.519054
76401; 47.207093;51.102820
76501; 47.003661;36.543114
76601; 47.182804;32.940960
76701; 47.082791;55.724474
76801; 47.068372;47.856915
76901; 47.245881;42.746357
77001; 47.806403;48.897302
77101; 47.937309;45.827248
77201; 47.824955;48.903403
77301; 47.757684;57.524805
77401; 47.620546;49.471458
77501; 47.799578;31.919170
77601; 47.888578;76.579492
77701; 47.814583;46.347244
77801; 47.757176;33.576294
77901; 47.602078;48.223569
78001; 47.541904;44.481042
78101; 47.361013;36.695731
78201; 47.482276;45.697898
78301; 47.480402;39.645626
78401; 47.397122;53.417142
78501; 47.271405;42.888861
78601; 47.265717;52.209234
78701; 47.215761;38.722228
78801; 47.296268;52.311645
78901; 47.272544;35.075291
79001; 47.071980;37.638371
79101; 47.086579;51.213839
79201; 47.161044;50.213717
79301; 46.913130;46.046633
79401; 47.058506;44.292910
79501; 47.232139;43.042762
79601; 47.339880;54.754296
79701; 47.659467;49.739902
79801; 47.791539;54.824439
79901; 47.619996;46.170445
80001; 47.534379;38.484813
80101; 47.387226;48.336541
80201; 47.145942;44.428056
80301; 46.997287;39.037558
80401; 46.785101;68.147679
80501; 46.633335;37.331016
80601; 46.916272;53.075128
80701; 46.888449;50.333436
80801; 47.130643;50.011626
80901; 47.168081;50.850480
81001; 47.012358;40.378410
81101; 46.882303;26.301324
81201; 47.009539;38.970802
81301; 47.173873;48.525668
81401; 47.150229;50.793191
81501; 47.325363;44.353909
81601; 47.514166;59.303823
81701; 47.514115;40.440668
81801; 47.434276;48.759054
81901; 47.379897;43.275771
82001; 47.104249;36.309614
82101; 47.064938;32.366313
82201; 47.112582;39.914704
82301; 47.066973;42.907003
82401; 46.891396;41.537308
82501; 46.699116;45.160562
82601; 46.783394;55.730196
82701; 46.768269;46.437529
82801; 46.848505;45.735635
82901; 46.705869;37.400722
83001; 46.648414;33.909084
83101; 46.723367;43.433878
83201; 46.625018;37.367706
83301; 46.551687;62.500400
83401; 46.739283;45.763138
83501; 46.780478;46.545474
83601; 46.729004;70.299039
83701; 46.859037;48.421492
83801; 46.804893;33.667227
83901; 46.619839;51.124315
84001; 46.397811;29.444718
84101; 46.544418;46.668354
84201; 46.428750;41.030020
84301; 46.454447;48.260696
84401; 46.436277;47.525218
84501; 46.450549;46.898663
84601; 46.397341;60.092520
84701; 46.120217;49.252831
84801; 45.999271;42.926478
84901; 46.020706;46.356764
85001; 46.181607;53.389725
85101; 46.028748;52.471978
85201; 46.147141;49.074697
85301; 46.375019;61.620051
85401; 46.467736;65.344181
85501; 46.575200;46.751454
85601; 46.367669;48.730026
85701; 46.378215;45.054985
85801; 46.362440;40.021668
85901; 46.504731;43.387224
86001; 46.520912;46.910403
86101; 46.505514;44.762148
86201; 46.301933;59.020588
86301; 46.582771;51.509717
86401; 46.531766;55.974789
86501; 46.537202;57.521723
86601; 46.633297;46.244793
86701; 46.721881;43.178204
86801; 46.541871;67.391874
86901; 46.602791;55.404035
87001; 46.470629;62.813167
87101; 46.236417;51.056025
87201; 45.927674;40.928801
87301; 46.129494;40.906331
87401; 46.099766;62.347570
87501; 46.249634;62.353760
87601; 46.344290;39.521689
87701; 46.555292;60.748190
87801; 46.630298;51.768246
87901; 46.603837;60.000250
88001; 46.557653;31.234224
88101; 46.712677;36.484909
88201; 46.841210;58.364350
88301; 47.141138;44.325667
88401; 47.125539;44.240462
88501; 46.876137;46.284664
88601; 46.646562;43.147626
88701; 46.738915;58.668756
88801; 46.927146;51.693536
88901; 46.997881;40.018841
89001; 46.843194;32.719027
89101; 46.739023;43.987964
89201; 46.694797;59.740768
89301; 46.595561;46.339566
89401; 46.582836;43.633122
89501; 47.257795;53.818571
89601; 47.602329;54.113026
89701; 47.314895;39.439707
89801; 47.050759;47.431408
89901; 46.842367;43.992222
90001; 46.795792;40.889798
90101; 46.694137;42.513786
90201; 46.637831;60.894106
90301; 46.732784;48.934629
90401; 46.345311;37.677565
90501; 46.291386;63.827410
90601; 46.643404;50.829860
90701; 46.802546;48.610235
90801; 46.983851;59.590022
90901; 47.020991;69.661545
91001; 47.050796;36.923262
91101; 46.981946;42.738474
91201; 47.032785;35.007241
91301; 47.100775;44.818766
91401; 47.175787;44.581616
91501; 47.096916;49.566887
91601; 47.158280;29.634815
91701; 46.947622;42.600384
91801; 46.736310;48.921846
91901; 46.612974;41.419066
92001; 46.512181;48.123747
92101; 46.277208;44.890731
92201; 46.464201;53.398459
92301; 46.598263;50.998556
92401; 46.678769;43.197503
92501; 46.576232;40.119933
92601; 46.767772;45.477923
92701; 46.567027;33.305014
92801; 46.558663;37.110499
92901; 46.406190;37.688567
93001; 46.365804;39.684058
93101; 46.333604;45.582254
93201; 46.419049;51.128328
93301; 46.310583;35.922465
93401; 46.174607;41.435498
93501; 45.941151;48.928626
93601; 45.952897;51.038298
93701; 45.995453;36.417317
93801; 46.234874;37.094883
93901; 46.340228;46.367066
94001; 46.476441;56.932219
94101; 46.525554;37.450435
94201; 46.642514;32.018037
94301; 46.591280;43.815167
94401; 46.371453;45.277401
94501; 46.371792;47.923721
94601; 46.206731;39.437454
94701; 46.319424;53.165203
94801; 46.049959;42.074721
94901; 45.883893;52.082374
95001; 45.989533;42.446574
95101; 45.943040;38.631480
95201; 45.895315;42.997378
95301; 45.903912;48.753877
95401; 45.915802;51.752790
95501; 45.857874;54.004241
95601; 45.876599;51.257905
95701; 45.879217;51.334262
95801; 45.870278;46.570524
95901; 46.018065;43.342432
96001; 46.106501;48.482606
96101; 46.173284;38.438862
96201; 46.208849;52.417686
96301; 46.250158;54.152204
96401; 46.285471;37.298386
96501; 46.250073;61.013159
96601; 46.227208;39.775125
96701; 45.985948;34.766436
96801; 45.947167;56.447172
96901; 45.626726;26.530096
97001; 45.344324;58.179021
97101; 45.325682;52.284601
97201; 45.362114;39.858104
97301; 45.033092;39.768684
97401; 44.872420;39.349471
97501; 44.629011;36.691208
97601; 44.575585;47.749477
97701; 44.597349;40.370801
97801; 44.511665;30.452101
97901; 44.720418;61.146268
98001; 44.902809;43.903741
98101; 44.843022;47.286376
98201; 45.169977;41.736256
98301; 45.187968;55.424139
98401; 45.164027;50.384765
98501; 45.031942;43.796705
98601; 44.822078;51.065530
98701; 44.816090;47.094506
98801; 45.046334;74.924873
98901; 45.336130;80.691850
99001; 45.618523;45.769471
99101; 45.583467;52.322041
99201; 45.843365;42.928496
99301; 45.613535;32.343828
99401; 45.649394;38.293442
99501; 45.443473;30.464187
99601; 45.281195;46.787089
